DateTime,AddedIPs,RemovedIPs
1565643376,18,24
1565676281,1096,300
1565698334,28,70
1565720436,23,57
1565742488,86,22
1565764360,35,21
1565786674,22,72
1565808727,1108,14
1565830572,18,16
1565852426,16,14
1565874283,15,12
1565896359,26,16
1565918432,23,15
1565940492,17,15
1565962358,140,135
1565984420,86,21
1566006269,125,29
1566028351,131,29
1566050498,139,23
1566072488,51,28
1566094592,28,12
1566116691,10,11
1566138818,16,16
1566160816,646,14
1566182670,411,99
1566204754,2598,374
1566226595,1655,8
1566248459,23,6
1566270509,18,908
1566292612,35,18
1566314700,15,77
1566336673,29,79
1566358609,11,10
1566380680,67,33
1566402626,15,1056
1566424638,16,10
1566446695,20,13
1566468538,19,11
1566490627,34,12
1566512677,8850,16
1566534753,205,14
1566556809,13,14
1566578662,124,33
1566600747,190,17
1566622655,14,24
1566644681,31,15
1566666762,8,14
1566688614,10,59
1566710672,3,12
1566732765,25,10
1566754811,7,251
1566776652,13,287
1566798521,16,310
1566832131,25,3530
1566854180,75,17
1566876039,25,19
1566898105,6235,30
1566920441,9951,18
1566942500,72,24
1566964581,9,13
1566997975,164,98
1567020269,12,13
1567042336,17,15
1567064427,168,11
1567086278,168,40
1567108354,556,2282
1567141720,23,3101
1567164067,11,14
1567186124,11,366
1567207972,16,29
1567230043,12,27
1567252130,16,43
1567274446,30,55
1567296372,10,91
1567318342,26,79
1567340194,152,101
1567362279,33,41
1567384358,25,124
1567406412,112,71
1567428262,67,29
1567450335,10,12
1567472205,8,71
1567494278,30,2306
1567516135,19,13472
1567538208,1064,4082
1567560061,20,17
1567582101,18,6
1567603980,10,55
1567626048,45,12
1567648097,36,9
1567669964,20,231
1567692047,25,253
1567714103,10665,478
1567735950,868,29
1567757799,11,7
1567779654,314,13
1567801699,14,9
1567823571,9,24
1567845643,5,17
1567867729,13,9
1567889766,596,9
1567922689,44,31
1567944746,196,15
1567966599,198,32
1567988454,374,25
1568010765,18,86
1568033082,100,74
1568054926,18,20
1568076969,15,22
1568098892,18,18
1568120901,24,31
1568142747,10,769
1568164613,33,110
1568186675,640,29
1568208763,56,21
1568230815,95,27
1568252681,57,29
1568274749,48,22
1568296857,35,257
1568318933,32,10841
1568340972,23,857
1568362939,27,11
1568384918,18,137
1568406759,77,12
1568428856,20,5
1568451163,29,17
1568473277,76,24
1568495565,14,14
1568517644,16,72
1568539709,6,21
1568561576,10,609
1568583647,79,19
1568605704,26,36
1568627686,14,187
1568661209,134,24
1568683247,15,14
1568705294,869,18
1568727682,58,21
1568749691,112,11
1568771610,44,359
1568793691,16,819
1568815722,14,110
1568837797,13,117
1568859869,27,127
1568881939,17,72
1568904017,25,47
1568925874,1193,32
1568947937,9,26
1568969791,102,33
1569002909,25,84
1569024982,11491,14
1569047110,8279,25
1569069137,16,13
1569090990,589,10
1569113069,1161,17
1569135168,29,7
1569157251,4,10
1569179130,311,35
1569201146,19,42
1569223229,27,105
1569245094,117,11
1569267149,11,11
1569288995,11,11
1569311095,12,780
1569333378,30,40
1569366508,12,90
1569388596,23,21
1569410691,13,18
1569432768,316,15
1569454811,11,20
1569476674,71,18
1569498751,11,16
1569520853,6,630
1569542905,22,10
1569564999,13,70
1569586842,13,99
1569608889,53,8
1569630747,11,11233
1569652594,20,7153
1569674681,13,11
1569696751,269,902
1569718840,12,2241
1569741155,9,49
1569763220,10,8
1569785295,11,977
1569807148,9,60
1569829214,50,21
1569851076,49,125
1569873131,9,72
1569894975,12,20
1569938908,167,45
1569960758,1232,5
1569982851,48,15
1570004905,29,25
1570026995,76,356
1570049050,79,316
1570070912,26,418
1570093109,80,242
1570115310,30,13
1570137388,26,27
1570159453,13,43
1570181558,64,17
1570203819,14,15
1570226063,43,11
1570248193,22,19
1570270106,16,9
1570292439,67,255
1570314511,449,41
1570336632,427,9
1570358670,98,14
1570380752,61,11
1570402888,79,12
1570424897,73,186
1570446982,381,215
1570468834,250,20
1570490891,106,7
1570512738,43,31
1570534832,36,15
1570556674,29,1177
1570578759,28,90
1570600841,14,33
1570623288,31,59
1570645224,16,64
1570667307,8,35
1570689153,13,72
1570711209,9,71
1570733060,29,26
1570755147,17,12
1570788302,3625,90
1570810347,6210,69
1570832687,11,11
1570854739,12,13
1570876816,72,15
1570899142,37,62
1570921290,12,370
1570943319,8,414
1570965405,13,67
1570987455,58,41
1571009551,26,83
1571031401,27,81
1571053702,63,153
1571075545,56,41
1571097394,65,34
1571130506,786,40
1571152594,33,28
1571174665,41,29
1571196751,30,76
1571218613,22,58
1571240662,22,18
1571262745,17,11
1571284593,9,71
1571306694,105,9
1571328758,23,14
1571350819,8,14
1571372892,17,25
1571394758,57,4450
1571416829,37,5317
1571438917,50,12
1571461019,118,9
1571483326,17,126
1571505623,83,15
1571527704,32,13
1571549550,9,8
1571571610,14,15
1571593707,11,40
1571615783,378,38
1571648703,551,259
1571670982,237,69
1571692830,19,66
1571714901,11,25
1571736766,33,889
1571758835,957,31
1571780909,249,82
1571802970,22,20
1571824832,58,26
1571846925,45,18
1571868984,93,14
1571891053,50,34
1571913159,37,33
1571935236,50,20
1571957290,7,16
1571979137,14,18
1572000997,23,35
1572023094,15,30
1572045153,19,37
1572066999,12,78
1572089091,17,24
1572111164,26,80
1572133218,8,18
1572155076,9,9
1572177135,6,20
1572199239,13,13
1572221328,12,13
1572243414,18,397
1572265500,101,19
1572287793,344,13
1572309870,105,16
1572331718,35,49
1572353776,18,48
1572386904,23,1201
1572409008,708,58
1572431053,9060,87
1572452898,18,79
1572474747,72,146
1572496813,22,95
1572518714,11,60
1572540743,14,74
1572562596,23,48
1572584925,17,20
1572607247,44,31
1572629305,1355,20
1572651148,199,31
1572673234,17,13
1572695077,24,23
1572717142,21,27
1572738995,49,7
1572771881,663,15
1572794212,2932,4
1572816265,156,87
1572838359,136,13
1572860697,60,15
1572883006,36,19
1572905315,38,40
1572927377,19,27
1572949449,125,21
1572971548,82,6
1572993393,67,10
1573015472,12,11
1573037558,36,22
1573059882,9,14
1573081971,21,2199
1573104026,8,5088
1573125867,33,11
1573147960,31,8
1573170027,22,12
