DateTime,Entries,UniqueIPs
1562378175,51915,52013
1562382054,52388,52489
1562387568,52382,52489
1562391882,52257,52365
1562396918,52256,52365
1562403426,52252,52365
1562407723,52250,52365
1562412032,52746,52865
1562416109,53244,53365
1562419953,53739,53862
1562424512,54238,54362
1562428593,54735,54862
1562432196,55233,55362
1562436526,55730,55862
1562442279,55313,55444
1562452809,54726,54854
1562463607,53979,54108
1562485945,52813,52938
1562489558,53075,53205
1562496270,53075,53205
1562546166,51042,51167
1562547143,51252,51378
1562553871,51045,51175
1562564433,50620,50751
1562568273,51117,51251
1562617962,48060,48189
1562624204,48560,48689
1562628995,48491,48624
1562670076,44853,44983
1562719209,41079,41202
1562728120,40944,41065
1562821721,32030,32127
1562863225,27432,27486
1562873550,26938,26986
1562886973,26441,26486
1562889647,26399,26441
1562894433,26399,26441
1562902351,25905,25941
1562906239,26405,26441
1562911062,25909,25945
1562915421,25909,25945
1562919633,26409,26445
1562925155,25912,25945
1562929958,25967,26002
1562934754,25967,26002
1562940515,25968,26002
1562946507,25968,26002
1563026669,18654,18666
1563094819,14658,14666
1563097217,14872,14881
1563138743,14873,14881
1563143559,15373,15381
1563150030,15872,15881
1563153629,15661,15670
1563158673,15661,15670
1563165161,16161,16170
1563169472,16160,16170
1563173072,16660,16670
1563177389,16659,16670
1563181952,17159,17170
1563187717,17659,17670
1563192045,18043,18054
1563197802,18543,18554
1563231637,18044,18054
1563259233,18045,18054
1563350907,17045,17054
1563442816,17045,17054
1563534748,12097,12099
1563626904,10598,10599
1563720491,9884,9884
1563811946,4000,4000
1563838857,4000,4000
1563930277,4000,4000
1563971768,4000,4000
1564064891,4000,4000
1564082709,4500,4500
1564092986,4999,5000
1564098982,5499,5500
1564132337,5999,6000
1564135715,6277,6278
1564142433,6278,6278
1564176749,6778,6778
1564188993,7277,7278
1564257371,7277,7278
1564349291,7277,7278
1564355534,7777,7778
1564377625,8277,8278
1564419646,8276,8278
1564511050,8276,8278
1564590753,7775,7778
1564682910,7775,7778
1564774353,5499,5500
1564865792,4499,4500
1564925078,4999,5000
1565004743,3999,4000
1565007874,4499,4500
1565099063,4499,4500
1565190257,4499,4500
1565281940,4499,4500
1565372901,4499,4500
1565464661,4500,4500
1565555542,4000,4000
1565604992,4500,4500
1565696169,4000,4000
1565788144,4000,4000
1565880747,4000,4000
1565972204,4000,4000
1565982506,4000,4000
1566073932,4000,4000
1566165131,4000,4000
1566256574,4000,4000
1566306046,4000,4000
1566385519,4500,4500
1566477614,4500,4500
1566481236,5000,5000
1566485819,5000,5000
1566490622,5500,5500
1566549393,6000,6000
1566559989,6500,6500
1566571455,7000,7000
1566640841,6500,6500
1566668409,7000,7000
1566737556,7000,7000
1566760340,7500,7500
1566787225,7500,7500
1566795860,7999,8000
1566804258,8499,8500
1566812187,8999,9000
1566822733,9499,9500
1566846038,9999,10000
1566847957,10162,10163
1566855168,10662,10663
1566863328,10661,10663
1566873885,11161,11163
1566878011,11525,11527
1566881071,11747,11749
1566884194,12112,12114
1566887785,12408,12410
1566892913,12781,12783
1566901698,13279,13283
1566909149,13779,13783
1566919938,13779,13783
1566937486,14279,14283
1566955234,14779,14783
1566961974,15279,15283
1566989793,15777,15783
1567007320,15777,15783
1567015717,16277,16283
1567019788,16775,16783
1567021985,17190,17199
1567025792,17592,17602
1567031075,18091,18102
1567038764,18588,18602
1567042592,19038,19052
1567046442,19529,19543
1567049790,19789,19803
1567053160,20113,20127
1567063961,20613,20627
1567067797,20998,21012
1567072839,21498,21512
1567078361,21998,22012
1567081723,22275,22289
1567085161,22092,22106
1567091082,21591,21606
1567094166,21897,21913
1567098278,21745,21762
1567102339,22117,22134
1567105458,22469,22486
1567112952,22969,22986
1567120602,23469,23486
1567127321,23968,23986
1567134039,24467,24486
1567135221,24622,24641
1567137627,24737,24756
1567140014,24853,24872
1567154201,24853,24872
1567157777,25257,25278
1567163323,25757,25778
